212,中山西路14#院,NULL,NULL,4,ZSXL14#,宝十
213,中山西路13#院,NULL,NULL,4,ZSXL13#,宝十
214,中山西路12#院,NULL,NULL,4,ZSXL12#,宝十
215,中山西路11#院,NULL,NULL,4,ZSXL11#,宝十
216,中山西路10#院,NULL,NULL,4,ZSXL10#,宝十
217,中山西路9#院,NULL,NULL,4,NULL,宝十
218,中山西路8#院,NULL,NULL,4,NULL,宝十
219,中山西路7#院,NULL,NULL,4,NULL,宝十
220,中山西路6#院,NULL,NULL,4,NULL,宝十
221,中山西路5#院,NULL,NULL,4,NULL,宝十
222,中山西路4#院,NULL,NULL,4,NULL,宝十
223,中山西路3#院,NULL,NULL,4,NULL,宝十
224,中山西路2#院,NULL,NULL,4,NULL,宝十
225,中山西路1#院,NULL,NULL,4,ZSXL1#,宝十
226,中山西路0#院,NULL,NULL,4,ZSXL0#,宝十
227,中山大厦小平层,NULL,NULL,4,ZSDSXPC,宝十
228,中山西路145#楼（4、5、21单元分户计量）,NULL,NULL,4,NULL,宝十
229,中山西路145#楼（4、5、20单元分户计量）,NULL,NULL,4,NULL,宝十
230,中山西路145#楼（4、5、19单元分户计量）,NULL,NULL,4,NULL,宝十
231,中山西路145#楼（4、5、18单元分户计量）,NULL,NULL,4,NULL,宝十
232,中山西路145#楼（4、5、17单元分户计量）,NULL,NULL,4,NULL,宝十
233,中山西路145#楼（4、5、16单元分户计量）,NULL,NULL,4,NULL,宝十
234,中山西路145#楼（4、5、15单元分户计量）,NULL,NULL,4,NULL,宝十
235,中山西路145#楼（4、5、14单元分户计量）,NULL,NULL,4,NULL,宝十
236,中山西路145#楼（4、5、13单元分户计量）,NULL,NULL,4,NULL,宝十
237,中山西路145#楼（4、5、12单元分户计量）,NULL,NULL,4,NULL,宝十
238,中山西路145#楼（4、5、11单元分户计量）,NULL,NULL,4,NULL,宝十
239,中山西路145#楼（4、5、10单元分户计量）,NULL,NULL,4,NULL,宝十
240,中山西路145#楼（4、5、9单元分户计量）,NULL,NULL,4,NULL,宝十
241,中山西路145#楼（4、5、8单元分户计量）,NULL,NULL,4,NULL,宝十
242,中山西路145#楼（4、5、7单元分户计量）,NULL,NULL,4,NULL,宝十
243,中山西路145#楼（4、5、6单元分户计量）,NULL,NULL,4,NULL,宝十
244,中山西路145#楼（4、5、5单元分户计量）,NULL,NULL,4,NULL,宝十
245,中山西路145#楼（4、5、4单元分户计量）,NULL,NULL,4,NULL,宝十
246,中山西路145#楼（4、5、3单元分户计量）,NULL,NULL,4,NULL,宝十
247,中山西路145#楼（4、5、2单元分户计量）,NULL,NULL,4,NULL,宝十
248,中山西路145#楼（4、5、1单元分户计量）,NULL,NULL,4,NULL,宝十
249,中山西路145#楼（4、5、0单元分户计量）,NULL,NULL,4,NULL,宝十
250,农资公司,NULL,NULL,4,NZGS,宝十
251,新华园,NULL,5,4,XHY,宝十
252,新华园门面房,NULL,NULL,4,NULL,宝十
253,新华村,NULL,5,4,XHC,宝十
254,万祥尚锦,NULL,NULL,4,WXSJ,宝十
255,五金公司,NULL,5,4,WJGS,宝十
256,瓦厂街129#楼,NULL,5,4,WCJ129#L,宝十
257,桃园小区,NULL,NULL,4,NULL,宝十
258,中山东路163#楼,NULL,NULL,4,ZSDL163#,宝十
259,畜牧兽医中心,NULL,NULL,4,NULL,宝十
260,柳沟路独立单元,NULL,NULL,4,NULL,宝十
261,圣和家园,NULL,NULL,4,NULL,宝十
262,曙光路74#75#楼,NULL,NULL,4,NULL,宝十
263,三迪小学,NULL,NULL,4,SDXX,宝十
264,三迪公司,NULL,NULL,4,SDGS,宝十
265,三迪公司A,NULL,NULL,4,SDGSA,宝十
266,三迪塞纳丽,NULL,NULL,4,SDSNL,宝十
267,三迪示范区,NULL,NULL,4,SDSFQ,宝十
268,三迪金岸,NULL,NULL,4,SDJA,宝十
269,金台区城建局,NULL,NULL,4,NULL,宝十
270,肉联厂,NULL,NULL,4,RLC,宝十
271,群众路50号院,NULL,NULL,4,NULL,宝十
272,群众路293#楼,NULL,NULL,4,NULL,宝十
273,柳沟路,NULL,NULL,4,NULL,宝十
274,群众路179号院,NULL,NULL,4,NULL,宝十
275,群众路179号院门面,NULL,NULL,4,NULL,宝十
276,群众路门面,NULL,NULL,4,NULL,宝十
277,群众路178#楼,NULL,NULL,4,NULL,宝十
278,群众路178号楼门面,NULL,NULL,4,NULL,宝十
279,群众路175号院,NULL,NULL,4,NULL,宝十
280,群众路175号院门面,NULL,NULL,4,NULL,宝十
281,群众路167号院,NULL,NULL,4,NULL,宝十
282,群众路168号院,NULL,NULL,4,NULL,宝十
283,群众路169号院,NULL,NULL,4,NULL,宝十
284,群众路170号院,NULL,NULL,4,NULL,宝十
285,群众路171号院,NULL,NULL,4,NULL,宝十
286,群众路172号院,NULL,NULL,4,NULL,宝十
287,群众路173号院,NULL,NULL,4,NULL,宝十
288,群众路174号院,NULL,NULL,4,NULL,宝十
289,群众路130#楼,NULL,NULL,4,NULL,宝十
290,群众路129#楼,NULL,NULL,4,NULL,宝十
291,宝十路45#院,NULL,NULL,4,NULL,宝十
292,群建巷39#楼,NULL,NULL,4,NULL,宝十
293,群建巷2#楼,NULL,NULL,4,NULL,宝十
294,群建巷1#楼,NULL,NULL,4,NULL,宝十
295,鹏博,NULL,NULL,4,PB,宝十
296,平安小区,NULL,NULL,4,PAXQ,宝十
297,中山西路南门口社区,NULL,NULL,4,NULL,宝十
298,东南城巷169#楼,NULL,NULL,4,DNCX169#,宝十
299,民族幼儿园,NULL,NULL,4,NULL,宝十
300,民族花园,NULL,NULL,4,NULL,宝十
301,群众路292#楼,NULL,NULL,4,NULL,宝十
302,林业种子,NULL,NULL,4,NULL,宝十
303,朗润新城,NULL,NULL,4,NULL,宝十
304,龙泉中学,NULL,NULL,4,LQZX,宝十
305,金台区教师住宅小区,NULL,NULL,4,NULL,宝十
306,金台龙泉小学,NULL,NULL,4,LQXX,宝十
307,金星村四组住宅楼,NULL,NULL,4,JXCSZ,宝十
308,金星村门面,NULL,NULL,4,JXCMM,宝十
309,金台区国税局,NULL,NULL,4,NULL,宝十
310,信用联社社,NULL,NULL,4,NULL,宝十
311,金陵湾,NULL,5,4,JLW,宝十
312,建华小区,NULL,NULL,4,JHXQ,宝十
313,二运司家属楼,NULL,NULL,4,NULL,宝十
314,宝鸡市店子街中学,NULL,NULL,4,NULL,宝十
315,东仁新城,NULL,NULL,4,DRXC,宝十
316,东仁堡小学,NULL,NULL,4,DRBXX,宝十
317,东南城巷,NULL,NULL,4,DNCG,宝十
318,代家湾小区,NULL,NULL,4,NULL,宝十
319,东南城巷19#楼,NULL,NULL,4,DNCX19#,宝十
320,长寿信用社家属楼,NULL,5,4,CSLS,宝十
321,金台区陈仓镇卫生院,NULL,NULL,4,CCZWSY,宝十
322,宝运花园北区,NULL,NULL,4,NULL,宝十
323,宝运花园南区,NULL,5,4,BYHYNQ,宝十
324,宝运公司,NULL,NULL,4,NULL,宝十
325,宝十路12号院,NULL,NULL,4,NULL,宝十
326,宝鸡市金台医院,NULL,NULL,4,NULL,宝十
327,百货公司,NULL,NULL,4,NULL,宝十
328,宝工局,NULL,NULL,4,NULL,宝十
329,锦绣新城,NULL,NULL,4,JXXC,宝十
330,中山东路67#院,NULL,NULL,4,ZSDL67#,宝十
331,宝十路42#院,NULL,NULL,4,NULL,宝十
332,万祥尚锦会所,NULL,NULL,4,WXSJHS,宝十
333,宝鸡市万豪酒店,NULL,NULL,4,NULL,宝十
417,金水湾1#楼,NULL,NULL,5,NULL,渭工
416,金水湾2#楼,NULL,NULL,5,NULL,渭工
415,金水湾3#楼,NULL,NULL,5,NULL,渭工
414,金水湾4#楼,NULL,NULL,5,NULL,渭工
413,金水湾5#楼,NULL,NULL,5,NULL,渭工
412,渭工路宝鸡蓝天商场住宅（分户计量）,NULL,NULL,5,NULL,渭工
411,廉租房,NULL,NULL,5,NULL,渭工
410,市二建高层商住楼,NULL,NULL,5,NULL,渭工
409,市二建（分户控制）,NULL,5,5,SEJ,渭工
408,陕二建（计量）,NULL,NULL,5,NULL,渭工
407,1#大院（计量）,NULL,NULL,5,NULL,渭工
406,渭工-宝鸡商场69#TL(12346单元分户计量),NULL,NULL,5,NULL,渭工
405,宝鸡市五金交电化工总公司（分户计量）,NULL,NULL,5,NULL,渭工
404,五一纸厂（计量）,NULL,NULL,5,NULL,渭工
403,新宝路32#楼（分户计量）,NULL,NULL,5,NULL,渭工
402,新宝路33#楼（分户计量）,NULL,NULL,5,NULL,渭工
401,新福园一期插建楼,NULL,NULL,5,NULL,渭工
400,新福园营业,NULL,NULL,5,NULL,渭工
399,幸福园二期,NULL,NULL,5,NULL,渭工
398,新福园21亩地物业办,NULL,NULL,5,NULL,渭工
397,新福园二期插建楼,NULL,NULL,5,NULL,渭工
396,新福园,NULL,NULL,5,NULL,渭工
395,49#院（计量）,NULL,NULL,5,49#,渭工
394,宝鸡市五金交电化工（计量）,NULL,NULL,5,NULL,渭工
393,祥瑞花园（计量）,NULL,NULL,5,NULL,渭工
392,轩苑盛世,NULL,NULL,5,NULL,渭工
391,轩苑臻品,NULL,NULL,5,NULL,渭工
390,永嘉公司（新建路中段）,NULL,NULL,5,NULL,渭工
389,蒸发器厂（计量）,NULL,NULL,5,NULL,渭工
388,豪城B区楼营业房,NULL,NULL,5,NULL,渭工
387,陕二建高层门面房（计量）,NULL,NULL,5,NULL,渭工
386,海丰花园（计量）,NULL,5,5,HFHY,渭工
418,宝鸡市金桥物业有限责任公司,NULL,NULL,5,NULL,渭工
419,话西小区,NULL,5,5,HXXQ,渭工
420,红居园,NULL,NULL,5,NULL,渭工
421,豪城D区,NULL,NULL,5,NULL,渭工
422,豪城A区,NULL,NULL,5,NULL,渭工
423,豪城F区,NULL,NULL,5,NULL,渭工
424,豪城B区,NULL,NULL,5,NULL,渭工
425,豪城B区营业,NULL,NULL,5,NULL,渭工
426,豪城B区营业房,NULL,NULL,5,NULL,渭工
428,话北小区,NULL,5,5,HBXQ,渭工
429,公园天下住宅楼（分户控制）,NULL,NULL,5,NULL,渭工
430,春天大道,NULL,NULL,5,NULL,渭工
431,彩虹国际商住楼,NULL,NULL,5,NULL,渭工
432,测绘小区,NULL,NULL,5,NULL,渭工
433,宝隆御邸,NULL,NULL,5,NULL,渭工
434,宝隆御邸门面房,NULL,NULL,5,NULL,渭工
435,阳光百翠园（计量）,NULL,NULL,5,YGBCY,渭工
436,蒸发器厂3#楼（计量）,NULL,NULL,5,NULL,渭工
437,阳光百翠园,NULL,NULL,5,NULL,渭工
438,21亩地,NULL,NULL,5,NULL,渭工
439,宝隆御邸营业,NULL,NULL,5,NULL,渭工
440,陕二建1#高层（计量）,NULL,NULL,5,NULL,渭工
442,省七建医院（计量）,NULL,NULL,5,NULL,渭工
41,宝鸡市渭滨区金陵街道办事处新建路东社区,NULL,NULL,6,NULL,金陵
46,奎星小区,NULL,NULL,6,KXXQ,金陵
47,劝业市场37#院,NULL,NULL,6,QYSC37#,金陵
48,果品公司家属楼(计量),NULL,5,6,GPGSJSL,金陵
49,金陵3区(计量),NULL,NULL,6,NULL,金陵
50,劝业市场119号楼,NULL,5,6,QYSC,金陵
51,罗马花园(计量),NULL,5,6,LMHY,金陵
52,人民巷1#楼,NULL,5,6,RMX1#,金陵
53,人民医院医附楼,NULL,NULL,6,NULL,金陵
54,世福花园(计量),NULL,NULL,6,NULL,金陵
55,天同国际,NULL,NULL,6,NULL,金陵
56,万合国际,NULL,NULL,6,NULL,金陵
57,新华巷4#楼(计量),NULL,5,6,XHX4#,金陵
58,新华南巷24号楼(计量),NULL,NULL,6,NULL,金陵
59,新维巷（计量）,NULL,NULL,6,NULL,金陵
60,立新巷,NULL,5,6,LXX,金陵
61,西城雅园,NULL,NULL,6,NULL,金陵
62,香榭里(计量),NULL,5,6,XXL,金陵
63,金陵1区,NULL,NULL,6,NULL,金陵
64,新宝路19#楼,NULL,NULL,6,NULL,金陵
65,长青路69号院,NULL,NULL,6,NULL,金陵
66,长青路70号院,NULL,NULL,6,NULL,金陵
67,长青路71号院,NULL,NULL,6,NULL,金陵
68,长青路72号院,NULL,NULL,6,NULL,金陵
69,长青路73号院,NULL,NULL,6,NULL,金陵
70,长青路74号院,NULL,NULL,6,NULL,金陵
71,长青路75号院,NULL,NULL,6,NULL,金陵
72,长青路76号院,NULL,NULL,6,NULL,金陵
73,长青路77号院,NULL,NULL,6,NULL,金陵
74,长青路78号院,NULL,NULL,6,NULL,金陵
75,长青路79号院,NULL,NULL,6,NULL,金陵
76,长青路80号院,NULL,NULL,6,NULL,金陵
77,长青路81号院,NULL,NULL,6,NULL,金陵
78,长青路82号院,NULL,NULL,6,NULL,金陵
79,长青路83号院,NULL,NULL,6,NULL,金陵
80,长青路84号院,NULL,NULL,6,NULL,金陵
81,长青路85号院,NULL,NULL,6,NULL,金陵
82,长青路86号院,NULL,NULL,6,NULL,金陵
83,长青路87号院,NULL,NULL,6,NULL,金陵
84,长青路88号院,NULL,NULL,6,NULL,金陵
85,长青路89号院,NULL,NULL,6,NULL,金陵
86,长青路90号院,NULL,NULL,6,NULL,金陵
87,长青路91号院,NULL,NULL,6,NULL,金陵
88,长青路92号院,NULL,NULL,6,NULL,金陵
89,长青路93号院,NULL,NULL,6,NULL,金陵
90,长青路94号院,NULL,NULL,6,NULL,金陵
91,长青路95号院,NULL,NULL,6,NULL,金陵
92,长青路96号院,NULL,NULL,6,NULL,金陵
93,长青路97号院,NULL,NULL,6,NULL,金陵
94,长青路98号院,NULL,NULL,6,NULL,金陵
95,长青路99号院,NULL,NULL,6,NULL,金陵
96,长青路100号院,NULL,NULL,6,NULL,金陵
97,宝鸡市中医院（分户计量住宅）,NULL,NULL,6,NULL,金陵
98,宝福路5#院(计量),NULL,NULL,6,NULL,金陵
99,宝中路17号院,NULL,NULL,6,NULL,金陵
169,万润,NULL,NULL,7,NULL,高新
170,新城河滨,NULL,NULL,7,NULL,高新
171,格林春天,NULL,NULL,7,NULL,高新
174,三迪公司(机关事务局),NULL,NULL,7,NULL,高新
175,永泰名苑,NULL,5,7,YTMY,高新
176,高尔夫印象,NULL,NULL,7,NULL,高新
177,高新家园三期,NULL,NULL,7,NULL,高新
178,城市公馆,NULL,5,7,CSGG,高新
179,城市新天地,NULL,5,7,CSXTD,高新
180,渭水苑B区会所,NULL,NULL,7,NULL,高新
181,渭水苑A区,NULL,5,7,WSYA,高新
182,国税花园,NULL,NULL,7,NULL,高新
183,万润国际广场,NULL,NULL,7,NULL,高新
184,新起点,NULL,NULL,7,NULL,高新
185,高新佳园二期（计量）,NULL,5,7,GXJYEQ,高新
186,宝鸡市食品药品检验检测中心,NULL,NULL,7,NULL,高新
187,生态果岭小区质检综合楼,NULL,NULL,7,NULL,高新
122,阳光大厦,NULL,NULL,8,YGDS,马营
123,轩苑世家,NULL,NULL,8,NULL,马营
124,五洲小区,NULL,NULL,8,NULL,马营
125,五洲现代城,NULL,NULL,8,NULL,马营
126,马营2号小区,NULL,5,8,MY2#XQ,马营
127,金台区东风路街道西社区,NULL,NULL,8,NULL,马营
128,市城乡建设规划局,NULL,5,8,GHJ,马营
129,驻宝鸡车站军代处,NULL,NULL,8,NULL,马营
130,陈仓二期,NULL,NULL,8,CCYEQ,马营
131,宝鸡卷烟厂,NULL,NULL,8,BJJYC,马营
132,宝鸡商场联盟路,NULL,NULL,8,BJSCLML,马营
